ImageNames,date,POT,Temperature,Irradiance,OT
20180220111000.jpg,2018/2/20 11:10,5.625,-4.5,584,52.7196
20180220111500.jpg,2018/2/20 11:15,6.045,-4.4,585,52.3735
20180220112000.jpg,2018/2/20 11:20,6.465,-4,594.5,52.6785
20180220112500.jpg,2018/2/20 11:25,6.16,-3.9,597,53.7374
20180220113000.jpg,2018/2/20 11:30,6.66,-4,594,52.9984
20180220113500.jpg,2018/2/20 11:35,5.48,-4.25,598.5,53.5835
20180220114000.jpg,2018/2/20 11:40,6.535,-4.05,599,53.10815
20180220114500.jpg,2018/2/20 11:45,8.83,-3.9,604,53.4203
20180220115000.jpg,2018/2/20 11:50,7.785,-3.6,605.5,54.0776
20180220115500.jpg,2018/2/20 11:55,8.2425,-3.5,605.25,53.73725
20180220120000.jpg,2018/2/20 12:00,8.7,-3.4,605,53.3969
20180220120500.jpg,2018/2/20 12:05,7.39,-3.4,609,53.4517
20180220121000.jpg,2018/2/20 12:10,7.985,-3.55,602,53.342
20180220121500.jpg,2018/2/20 12:15,7.845,-3.5,600.75,53.14965
20180220122000.jpg,2018/2/20 12:20,7.705,-3.45,599.5,52.9573
20180220122500.jpg,2018/2/20 12:25,8.175,-3.3,603,53.28005
20180220123000.jpg,2018/2/20 12:30,8.85,-2.6,599,53.1865
20180220123500.jpg,2018/2/20 12:35,7.38,-3.433333333,600.3333333,53.27976667
20180220124000.jpg,2018/2/20 12:40,6.83,-3.7,599,52.9189
20180220124500.jpg,2018/2/20 12:45,7.49,-3.7,597.5,52.8109
20180220125000.jpg,2018/2/20 12:50,8.18,-2.6,590,52.1858
20180220125500.jpg,2018/2/20 12:55,8.16,-2.9,591,51.8669
20180220130000.jpg,2018/2/20 13:00,7.745,-3.05,589,51.8603
20180220130500.jpg,2018/2/20 13:05,7.4525,-3.075,581.8333333,51.25348333
20180220131000.jpg,2018/2/20 13:10,7.16,-3.1,574.6666667,50.64666667
20180220131500.jpg,2018/2/20 13:15,7.89,-2.7,566,50.4643
20180220132000.jpg,2018/2/20 13:20,8.18,-2.7,566,49.8932
20180220132500.jpg,2018/2/20 13:25,9.35,-2.9,553,48.777
20180220133000.jpg,2018/2/20 13:30,6.41,-2.5,553,48.1351
20180220133500.jpg,2018/2/20 13:35,6.15,-3,548,48.0294
20180220134000.jpg,2018/2/20 13:40,5.89,-3.5,543,47.9237
20180220134500.jpg,2018/2/20 13:45,4.875,-3,488.5,41.8287
20180220135000.jpg,2018/2/20 13:50,5.16,-3,522,43.485
20180220135500.jpg,2018/2/20 13:55,5.825,-2.95,503.5,42.9205
20180220140000.jpg,2018/2/20 14:00,6.49,-2.9,485,42.356
20180220140500.jpg,2018/2/20 14:05,7.58,-3.1,501,44.0452
20180220141000.jpg,2018/2/20 14:10,7.24,-2.6,495,43.8226
20180220141500.jpg,2018/2/20 14:15,7.7,-2.75,476,42.7036
20180220142000.jpg,2018/2/20 14:20,7.37,-2.5,474,42.4698
20180220142500.jpg,2018/2/20 14:25,5.835,-2.6,457,41.6046
20180220143000.jpg,2018/2/20 14:30,5.16,-3,448,40.8142
20180220143500.jpg,2018/2/20 14:35,5.545,-2.4,433.5,39.76615
20180220144000.jpg,2018/2/20 14:40,6.2,-2.6,425,38.6382
20180220144500.jpg,2018/2/20 14:45,4.736666667,-3.066666667,407.3333333,38.02493333
20180220145000.jpg,2018/2/20 14:50,4.65,-2.95,390.5,36.77545
20180220145500.jpg,2018/2/20 14:55,4.193333333,-2.9,371.6666667,35.21873333
20180220150000.jpg,2018/2/20 15:00,3.736666667,-2.85,352.8333333,33.66201667
20180220150500.jpg,2018/2/20 15:05,3.28,-2.8,334,32.1053
20180220151000.jpg,2018/2/20 15:10,2.67,-2.9,313,29.2291
20180220151500.jpg,2018/2/20 15:15,1.67,-3.2,308,29.17965
20180220152000.jpg,2018/2/20 15:20,2.16,-2.7,285,27.7613
20180220152500.jpg,2018/2/20 15:25,1.7,-2.9,274,26.4984
20180220153000.jpg,2018/2/20 15:30,1.91,-2.9,267.5,26.36585
20180220153500.jpg,2018/2/20 15:35,2.535,-3.1,261,25.85235
20180220154000.jpg,2018/2/20 15:40,2.955,-3.2,187.5,23.5067
20180220154500.jpg,2018/2/20 15:45,0.83,-3.5,136,15.2193
20180220155000.jpg,2018/2/20 15:50,0.165,-3.35,160,20.48015
20180220155500.jpg,2018/2/20 15:55,0.91,-3.4,181,19.2869
20180220160000.jpg,2018/2/20 16:00,1.45,-3.2,172,18.5628
20180220160500.jpg,2018/2/20 16:05,0.67,-3.25,148,16.5906
20180220161000.jpg,2018/2/20 16:10,0.055,-3.6,78.5,12.47875
20180220161500.jpg,2018/2/20 16:15,-1.29,-4,83,7.8266
20180220162000.jpg,2018/2/20 16:20,-3.09,-4.25,46.5,4.64065
20180220162500.jpg,2018/2/20 16:25,-4.135,-4.4,37,3.49475
20180220163000.jpg,2018/2/20 16:30,-5.1,-4.4,51,4.0959
20180221090500.jpg,2018/2/21 9:05,0.74,-8.9,355,35.7588
20180221091000.jpg,2018/2/21 9:10,1.64,-8.4,374.6666667,36.59436667
20180221091500.jpg,2018/2/21 9:15,2.39,-8.3,385,37.7985
20180221092000.jpg,2018/2/21 9:20,2.675,-7.6,403.5,38.71105
20180221092500.jpg,2018/2/21 9:25,3.35,-7.6,411,39.4961
20180221093000.jpg,2018/2/21 9:30,4.333333333,-7.4,424.3333333,40.05763333
20180221093500.jpg,2018/2/21 9:35,4.91,-7.4,428,40.3972
20180221094000.jpg,2018/2/21 9:40,5.32,-7.2,450.6666667,42.04643333
20180221094500.jpg,2018/2/21 9:45,5.745,-6.85,463,42.9317
20180221095000.jpg,2018/2/21 9:50,6.22,-6.5,473,43.5133
20180221095500.jpg,2018/2/21 9:55,6.97,-6.733333333,488.3333333,44.54516667
20180221100000.jpg,2018/2/21 10:00,7.27,-6.5,498,45.4041
20180221100500.jpg,2018/2/21 10:05,7.755,-6.4,504.5,45.45835
20180221101000.jpg,2018/2/21 10:10,8.26,-6.1,517,46.1147
20180221101500.jpg,2018/2/21 10:15,9.03,-5.95,530,46.9253
20180221102000.jpg,2018/2/21 10:20,9.796666667,-5.5,546.6666667,47.5226
20180221102500.jpg,2018/2/21 10:25,11.06,-5,562,48.7597
20180221103000.jpg,2018/2/21 10:30,10.885,-5.15,562,48.5654
20180221103500.jpg,2018/2/21 10:35,10.745,-4.95,567.5,47.75875
20180221104000.jpg,2018/2/21 10:40,11.18,-4.6,483,45.1865
20180221104500.jpg,2018/2/21 10:45,11.045,-4.35,585,47.9613
20180221105000.jpg,2018/2/21 10:50,11.345,-4.45,579.5,49.91605
20180221105500.jpg,2018/2/21 10:55,11.95,-3.7,563,46.9831
20180221110000.jpg,2018/2/21 11:00,11.88,-3.9,543.5,46.0801
20180221110500.jpg,2018/2/21 11:05,10.505,-3.8,480,37.87365
20180221111000.jpg,2018/2/21 11:10,9.525,-3.75,469,41.79185
20180221111500.jpg,2018/2/21 11:15,10.42333333,-3.566666667,573.6666667,50.39976667
20180221112000.jpg,2018/2/21 11:20,11.73,-3.2,595,53.43305
20180221112500.jpg,2018/2/21 11:25,12.26,-3.5,596,52.6511
20180221113000.jpg,2018/2/21 11:30,12.24,-3.2,594,52.4463
20180221113500.jpg,2018/2/21 11:35,12.415,-2.8,608,53.155
20180221114000.jpg,2018/2/21 11:40,12.28,-2.7,591,51.4216
20180221114500.jpg,2018/2/21 11:45,12.6,-2.6,610,54.17395
20180221115000.jpg,2018/2/21 11:50,13.265,-2.1,606.5,50.6147
20180221115500.jpg,2018/2/21 11:55,13.45,-1.9,596,49.5296
20180221120000.jpg,2018/2/21 12:00,11.7,-2.05,566,45.53915
20180221120500.jpg,2018/2/21 12:05,11.05666667,-2,543.6666667,44.85513333
20180221121000.jpg,2018/2/21 12:10,10.24,-2.3,480,39.0477
20180221121500.jpg,2018/2/21 12:15,9.16,-2.05,474.5,36.42865
20180221122000.jpg,2018/2/21 12:20,8.705,-1.55,425,32.40195
20180221122500.jpg,2018/2/21 12:25,7.78,-2.1,448,30.7146
20180221123000.jpg,2018/2/21 12:30,7.265,-1.85,421.5,29.7194
20180221123500.jpg,2018/2/21 12:35,6.275,-1.55,335.5,23.37665
20180221124000.jpg,2018/2/21 12:40,5.06,-1.6,336,21.8897
20180221124500.jpg,2018/2/21 12:45,4.795,-1.7,336,23.1916
20180221125000.jpg,2018/2/21 12:50,4.74,-1.9,335.5,23.301
20180221125500.jpg,2018/2/21 12:55,4.285,-1.7,321,21.3275
20180221130000.jpg,2018/2/21 13:00,4.35,-1.4,298,19.9003
20180221130500.jpg,2018/2/21 13:05,3.828333333,-1.566666667,303.8333333,20.18605
20180221131000.jpg,2018/2/21 13:10,3.306666667,-1.733333333,309.6666667,20.4718
20180221131500.jpg,2018/2/21 13:15,4.22,-1.4,382,26.4491
20180221132000.jpg,2018/2/21 13:20,5.16,-1.5,432,30.3356
20180221132500.jpg,2018/2/21 13:25,6.245,-1.45,391,28.1874
20180221133000.jpg,2018/2/21 13:30,6.713333333,-0.866666667,397.3333333,27.1387
20180221133500.jpg,2018/2/21 13:35,6.6,-1.1,427,31.9651
20180221134000.jpg,2018/2/21 13:40,6.79,-0.6,454.6666667,33.90516667
20180221134500.jpg,2018/2/21 13:45,7.745,-0.65,507,40.85195
20180221135000.jpg,2018/2/21 13:50,8.31,-0.7,460,38.9432
20180221135500.jpg,2018/2/21 13:55,7.585,-0.85,345.5,32.28155
20180221140000.jpg,2018/2/21 14:00,6.375,-1.1,257.5,22.6768
20180221140500.jpg,2018/2/21 14:05,4.49,-1.1,247,20.9165
20180221141000.jpg,2018/2/21 14:10,3.875,-0.6,344.5,25.14605
20180221141500.jpg,2018/2/21 14:15,4.18,-0.7,252,19.7466
20180221142000.jpg,2018/2/21 14:20,3.89,-0.7,312,21.2826
20180221142500.jpg,2018/2/21 14:25,3.62,-0.7,336,24.9421
20180221143000.jpg,2018/2/21 14:30,3.463333333,-0.6,283.6666667,21.19613333
20180221143500.jpg,2018/2/21 14:35,2.851666667,-0.65,255.3333333,19.47161667
20180221144000.jpg,2018/2/21 14:40,2.24,-0.7,227,17.7471
20180221144500.jpg,2018/2/21 14:45,1.72,-1,226,19.0766
20180221145000.jpg,2018/2/21 14:50,3.616666667,-0.566666667,411,35.31816667
20180221145500.jpg,2018/2/21 14:55,4.565833333,-0.508333333,364,32.92028333
20180221150000.jpg,2018/2/21 15:00,5.515,-0.45,317,30.5224
20180221150500.jpg,2018/2/21 15:05,5.2,-0.55,293,29.11525
20180221151000.jpg,2018/2/21 15:10,4.49,-0.5,308,28.8293
20180221151500.jpg,2018/2/21 15:15,3.56,-0.466666667,296.3333333,27.4711
20180221152000.jpg,2018/2/21 15:20,4.615,-0.45,295,27.96305
20180221152500.jpg,2018/2/21 15:25,4.64,-0.5,266,26.2843
20180221153000.jpg,2018/2/21 15:30,4.645,-0.6,261,26.05695
20180221153500.jpg,2018/2/21 15:35,4.51,-0.7,250,24.6669
20180221154000.jpg,2018/2/21 15:40,4.16,-0.6,196,18.6765
20180221154500.jpg,2018/2/21 15:45,3.1,-0.9,179,14.9949
20180221155000.jpg,2018/2/21 15:50,2.47,-0.6,169,18.1203
20180221155500.jpg,2018/2/21 15:55,1.96,-0.7,133.5,15.45615
20180221160000.jpg,2018/2/21 16:00,1.581666667,-0.6,152.25,16.19509167
20180221160500.jpg,2018/2/21 16:05,1.203333333,-0.5,171,16.93403333
20180221161000.jpg,2018/2/21 16:10,1.49,-0.5,149,16.548
20180221161500.jpg,2018/2/21 16:15,1.8,-0.4,135,16.4113
20180221162000.jpg,2018/2/21 16:20,1.15,-0.45,108,12.6342
20180221162500.jpg,2018/2/21 16:25,0.91,-0.5,97,11.8606
20180221163000.jpg,2018/2/21 16:30,0.66,-0.5,97,11.0704
20180222090500.jpg,2018/2/22 9:05,-0.64,-6.2,359,35.5629
20180222091000.jpg,2018/2/22 9:10,-0.476666667,-5.933333333,378.3333333,36.40643333
20180222091500.jpg,2018/2/22 9:15,-0.33,-5.5,386,37.3389
20180222092000.jpg,2018/2/22 9:20,0.12,-5.35,405,38.55685
20180222092500.jpg,2018/2/22 9:25,0.22,-5.5,413,39.2272
20180222093000.jpg,2018/2/22 9:30,0.535,-5.4,424.5,39.792
20180222093500.jpg,2018/2/22 9:35,0.53,-5.4,433,40.9711
20180222094000.jpg,2018/2/22 9:40,1.8,-4.6,448.3333333,41.62163333
20180222094500.jpg,2018/2/22 9:45,1.8,-4.95,459.5,42.67
20180222095000.jpg,2018/2/22 9:50,1.83,-4.7,474,43.4748
20180222095500.jpg,2018/2/22 9:55,1.646666667,-5.033333333,486.6666667,44.8795
20180222100000.jpg,2018/2/22 10:00,2.47,-4.3,496,45.515
20180222100500.jpg,2018/2/22 10:05,3.015,-4.4,507,46.20385
20180222101000.jpg,2018/2/22 10:10,3.04,-4.4,512,46.9771
20180222101500.jpg,2018/2/22 10:15,3.405,-3.9,524,47.31895
20180222102000.jpg,2018/2/22 10:20,4.156666667,-3.6,536.6666667,48.00996667
20180222102500.jpg,2018/2/22 10:25,4.22,-3.7,548,48.8846
20180222103000.jpg,2018/2/22 10:30,4.623333333,-3.766666667,549.3333333,49.18883333
20180222103500.jpg,2018/2/22 10:35,4.94,-4.1,558.5,49.64685
20180222104000.jpg,2018/2/22 10:40,4.76,-3.7,562,50.1646
20180222104500.jpg,2018/2/22 10:45,5.24,-4,566,50.2327
20180222105000.jpg,2018/2/22 10:50,5.47,-3.55,572,50.82775
20180222105500.jpg,2018/2/22 10:55,5.58,-3.5,580,51.6526
20180222110000.jpg,2018/2/22 11:00,6.095,-3.4,578,51.30125
20180222110500.jpg,2018/2/22 11:05,5.7,-3.6,583,51.6268
20180222111000.jpg,2018/2/22 11:10,5.83,-3.7,587,52.0101
20180222111500.jpg,2018/2/22 11:15,5.78,-3.7,594.6666667,52.40846667
20180222112000.jpg,2018/2/22 11:20,7.19,-3.55,587,51.7476
20180222112500.jpg,2018/2/22 11:25,6.31,-3.7,589,52.0243
20180222113000.jpg,2018/2/22 11:30,7.52,-3.25,600.5,52.6046
20180222113500.jpg,2018/2/22 11:35,8.45,-2.3,603,52.90385
20180222114000.jpg,2018/2/22 11:40,10.18,-2.6,612,52.9517
20180222114500.jpg,2018/2/22 11:45,8.18,-2.55,607,53.02705
20180222115000.jpg,2018/2/22 11:50,8.7,-2.2,614,53.41155
20180222115500.jpg,2018/2/22 11:55,9.765,-2.45,613.5,53.12725
20180222120000.jpg,2018/2/22 12:00,8.75,-3,611.5,53.2684
20180222120500.jpg,2018/2/22 12:05,8.92,-2.533333333,607,52.88673333
20180222121000.jpg,2018/2/22 12:10,9.89,-2.8,606,52.4244
20180222121500.jpg,2018/2/22 12:15,11.6,-2.6,610,52.2685
20180222122000.jpg,2018/2/22 12:20,12.725,-1.85,610,52.1352
20180222122500.jpg,2018/2/22 12:25,12.32,-1.8,605,52.0722
20180222123000.jpg,2018/2/22 12:30,9.235,-2.65,608,52.43195
20180222123500.jpg,2018/2/22 12:35,7.85,-2.15,611,53.10115
20180222124000.jpg,2018/2/22 12:40,9.355,-2.05,606.5,52.5188
20180222124500.jpg,2018/2/22 12:45,8.9125,-2.025,604.75,52.2404
20180222125000.jpg,2018/2/22 12:50,8.47,-2,603,51.962
20180222125500.jpg,2018/2/22 12:55,9.2975,-2,597.25,51.4111
20180222130000.jpg,2018/2/22 13:00,10.125,-2,591.5,50.8602
20180222130500.jpg,2018/2/22 13:05,7.6,-1.9,553,40.6577
20180222131000.jpg,2018/2/22 13:10,8.146666667,-2.766666667,329.3333333,40.12356667
20180222131500.jpg,2018/2/22 13:15,10.49,-2.4,591,50.7777
20180222132000.jpg,2018/2/22 13:20,11.6,-2.5,595,50.7586
20180222132500.jpg,2018/2/22 13:25,9.57,-2.4,586,50.1339
20180222133000.jpg,2018/2/22 13:30,8.12,-1.3,585,50.45685
20180222133500.jpg,2018/2/22 13:35,9.25,-1.1,570,48.6699
20180222134000.jpg,2018/2/22 13:40,7.91,-2,575,48.4826
20180222134500.jpg,2018/2/22 13:45,7.535,-1.5,558.5,48.1913
20180222135000.jpg,2018/2/22 13:50,7.53,-1.8,549,47.5231
20180222135500.jpg,2018/2/22 13:55,7.575,-1.7,543,47.09085
20180222140000.jpg,2018/2/22 14:00,9.6,-2.05,546,46.73645
20180222140500.jpg,2018/2/22 14:05,8.685,-1.95,467.3333333,42.87023333
20180222141000.jpg,2018/2/22 14:10,7.77,-1.85,388.6666667,39.00401667
20180222141500.jpg,2018/2/22 14:15,6.855,-1.75,310,35.1378
20180222142000.jpg,2018/2/22 14:20,5.41,-2.2,146,17.1324
20180222142500.jpg,2018/2/22 14:25,1.26,-2.9,100,8.5986
20180222143000.jpg,2018/2/22 14:30,-0.116666667,-2.6,491.6666667,35.1094
20180222143500.jpg,2018/2/22 14:35,4.33,-1.6,484.5,42.58165
20180222144000.jpg,2018/2/22 14:40,5.93,-1.5,458,39.0138
20180222144500.jpg,2018/2/22 14:45,7.295,-1.8,466.5,39.9127
20180222145000.jpg,2018/2/22 14:50,6.27,-2,459.5,39.49495
20180222145500.jpg,2018/2/22 14:55,5.775,-1.85,427.75,37.103625
20180222150000.jpg,2018/2/22 15:00,5.28,-1.7,396,34.7123
20180222150500.jpg,2018/2/22 15:05,5.54,-1.85,386,30.1694
20180222151000.jpg,2018/2/22 15:10,6.26,-2.3,363,31.8658
20180222151500.jpg,2018/2/22 15:15,4.215,-2.65,173.5,17.8443
20180222152000.jpg,2018/2/22 15:20,0.83,-2.7,219,14.9019
20180222152500.jpg,2018/2/22 15:25,0.83,-2.4,248,21.9739
20180222153000.jpg,2018/2/22 15:30,1.72,-2.75,143.5,16.9087
20180222153500.jpg,2018/2/22 15:35,0.805,-2.9,85,7.2567
20180222154000.jpg,2018/2/22 15:40,-1.34,-3.15,86,6.2363
20180222154500.jpg,2018/2/22 15:45,-2.56,-3.3,108,8.2148
20180222155000.jpg,2018/2/22 15:50,-2.75,-3.3,119,8.3588
20180222155500.jpg,2018/2/22 15:55,-3.02,-3.45,90.5,6.482
20180222160000.jpg,2018/2/22 16:00,-3.29,-3.6,62,4.6052
20180222160500.jpg,2018/2/22 16:05,-4.185,-3.75,53,3.8094
20180222161000.jpg,2018/2/22 16:10,-4.205,-3.9,49.5,3.32645
20180222161500.jpg,2018/2/22 16:15,-4.81,-3.9,47,2.9536
20180222162000.jpg,2018/2/22 16:20,-4.97,-3.9,41,2.7722
20180222162500.jpg,2018/2/22 16:25,-4.99,-3.9,39.5,2.87165
20180222163000.jpg,2018/2/22 16:30,-5.06,-3.9,27,2.8836
20180223090500.jpg,2018/2/23 9:05,-5.87,-11.3,351,34.2023
20180223091000.jpg,2018/2/23 9:10,-5.253333333,-11.03333333,370.6666667,35.27853333
20180223091500.jpg,2018/2/23 9:15,-5.46,-10.9,380,36.4989
20180223092000.jpg,2018/2/23 9:20,-4.155,-10.55,398,37.66475
20180223092500.jpg,2018/2/23 9:25,-2.48,-10.2,403,37.9917
20180223093000.jpg,2018/2/23 9:30,-2.99,-10.25,416.5,38.4532
20180223093500.jpg,2018/2/23 9:35,-3.14,-10,423,39.5446
20180223094000.jpg,2018/2/23 9:40,-3.26,-9.85,441,40.73225
20180223094500.jpg,2018/2/23 9:45,-2.88,-9.5,447.5,41.6552
20180223095000.jpg,2018/2/23 9:50,-2,-9.3,464,42.3074
20180223095500.jpg,2018/2/23 9:55,-1.53,-9.05,476,43.6723
20180223100000.jpg,2018/2/23 10:00,-0.52,-8.8,486,44.4859
20180223100500.jpg,2018/2/23 10:05,-0.745,-8.85,491,44.6935
20180223101000.jpg,2018/2/23 10:10,0.04,-8.5,506,45.6874
20180223101500.jpg,2018/2/23 10:15,0.845,-8.45,508,46.0015
20180223102000.jpg,2018/2/23 10:20,1.426666667,-8,521.6666667,46.75956667
20180223102500.jpg,2018/2/23 10:25,1.62,-7.9,529,47.0751
20180223103000.jpg,2018/2/23 10:30,2.276666667,-7.766666667,540.6666667,47.79336667
20180223103500.jpg,2018/2/23 10:35,2.475,-7.35,548,48.60105
20180223104000.jpg,2018/2/23 10:40,2.87,-7.5,545,48.8656
20180223104500.jpg,2018/2/23 10:45,3.105,-7.35,551,49.36395
20180223105000.jpg,2018/2/23 10:50,3.18,-7.05,555,49.62265
20180223105500.jpg,2018/2/23 10:55,3.12,-6.9,562,49.8262
20180223110000.jpg,2018/2/23 11:00,3.975,-6.65,565.5,50.427
20180223110500.jpg,2018/2/23 11:05,3.345,-6.9,571.5,51.06275
20180223111000.jpg,2018/2/23 11:10,4.1,-6.6,574,50.9447
20180223111500.jpg,2018/2/23 11:15,4.166666667,-6.266666667,579.6666667,51.04116667
20180223112000.jpg,2018/2/23 11:20,4.47,-6.5,582,51.1514
20180223112500.jpg,2018/2/23 11:25,4.305,-6.275,585.75,51.703425
20180223113000.jpg,2018/2/23 11:30,4.14,-6.05,589.5,52.25545
20180223113500.jpg,2018/2/23 11:35,4.47,-5.7,596,52.7716
20180223114000.jpg,2018/2/23 11:40,4.76,-6.2,602,52.5301
20180223114500.jpg,2018/2/23 11:45,5.6,-5.8,607,52.8166
20180223115000.jpg,2018/2/23 11:50,7.22,-5.5,597,52.1324
20180223115500.jpg,2018/2/23 11:55,7.505,-5.05,601,52.52815
20180223120000.jpg,2018/2/23 12:00,5.78,-5.9,593,52.4675
20180223120500.jpg,2018/2/23 12:05,7.56,-5.366666667,599,52.5541
20180223121000.jpg,2018/2/23 12:10,5.97,-5.8,600.5,52.5235
20180223121500.jpg,2018/2/23 12:15,6.39,-6,610,53.3921
20180223122000.jpg,2018/2/23 12:20,8.64,-5.033333333,599,51.76366667
20180223122500.jpg,2018/2/23 12:25,8.87,-5.2,579,50.9808
20180223123000.jpg,2018/2/23 12:30,7.565,-5.25,595.5,51.1944
20180223123500.jpg,2018/2/23 12:35,7.38,-5.2,609,52.3652
20180223124000.jpg,2018/2/23 12:40,7.74,-5,600,51.58
20180223124500.jpg,2018/2/23 12:45,6.99,-5.2,605,52.2838
20180223125000.jpg,2018/2/23 12:50,9.12,-5.15,585,50.9985
20180223125500.jpg,2018/2/23 12:55,7.63,-5.1,591.5,50.22255
20180223130000.jpg,2018/2/23 13:00,8.46,-4.3,598,51.0791
20180223130500.jpg,2018/2/23 13:05,6.43,-4.9,567,48.991
20180223131000.jpg,2018/2/23 13:10,5.866666667,-5.266666667,578.3333333,47.40853333
20180223131500.jpg,2018/2/23 13:15,6.658333333,-4.583333333,568.6666667,47.58681667
20180223132000.jpg,2018/2/23 13:20,7.45,-3.9,559,47.7651
20180223132500.jpg,2018/2/23 13:25,6.26,-5.2,570.5,48.4766
20180223133000.jpg,2018/2/23 13:30,10.455,-4.3,542.5,46.87275
20180223133500.jpg,2018/2/23 13:35,7.16,-4.9,546,46.1051
20180223134000.jpg,2018/2/23 13:40,5.873333333,-4.833333333,531.3333333,44.79523333
20180223134500.jpg,2018/2/23 13:45,7.1,-4.9,524.5,43.89065
20180223135000.jpg,2018/2/23 13:50,7.26,-4,532,43.9312
20180223135500.jpg,2018/2/23 13:55,6.435,-3.9,526.5,43.55095
20180223140000.jpg,2018/2/23 14:00,6.06,-4,524.5,45.24325
20180223140500.jpg,2018/2/23 14:05,5.185,-4.75,306.5,29.17225
20180223141000.jpg,2018/2/23 14:10,1.18,-5.1,104,14.0522
20180223141500.jpg,2018/2/23 14:15,-1.205,-5.1,279,14.13325
20180223142000.jpg,2018/2/23 14:20,-0.745,-4.75,517.5,39.13245
20180223142500.jpg,2018/2/23 14:25,3.055,-4.15,492,42.0254
20180223143000.jpg,2018/2/23 14:30,3.5,-4.533333333,444.6666667,38.03743333
20180223143500.jpg,2018/2/23 14:35,4.97,-4.9,186,28.3992
20180223144000.jpg,2018/2/23 14:40,1.24,-5,172,24.3283
20180223144500.jpg,2018/2/23 14:45,1.015,-4.6,424.5,21.1823
20180223145000.jpg,2018/2/23 14:50,3.43,-4.35,393.5,33.68255
20180223145500.jpg,2018/2/23 14:55,5.45,-4.1,250,24.2796
20180223150000.jpg,2018/2/23 15:00,4.045,-4.65,290,21.40335
20180223150500.jpg,2018/2/23 15:05,2.41,-4.7,247,19.6856
20180223151000.jpg,2018/2/23 15:10,0.71,-5.35,266.5,21.61625
20180223151500.jpg,2018/2/23 15:15,-0.465,-5.45,164.5,11.74625
20180223152000.jpg,2018/2/23 15:20,-0.9,-5.25,254.5,15.5065
20180223152500.jpg,2018/2/23 15:25,-0.78,-4.65,226.5,18.56055
20180223153000.jpg,2018/2/23 15:30,-0.64,-4.8,264,17.5227
20180223153500.jpg,2018/2/23 15:35,0.143333333,-4.5,188,16.68046667
20180223154000.jpg,2018/2/23 15:40,-1.08,-4.7,191,15.494
20180223154500.jpg,2018/2/23 15:45,-2.3,-4.7,185,14.96165
20180223155000.jpg,2018/2/23 15:50,-2.12,-4.4,194,16.5082
20180223155500.jpg,2018/2/23 15:55,-0.985,-4.35,184.5,17.52185
20180223160000.jpg,2018/2/23 16:00,0.36,-4.2,202,17.9858
20180223160500.jpg,2018/2/23 16:05,-0.18,-4.333333333,175,15.89143333
20180223161000.jpg,2018/2/23 16:10,-1.215,-4.45,169.5,16.97935
20180223161500.jpg,2018/2/23 16:15,-1.56,-4.6,136,14.8391
20180223162000.jpg,2018/2/23 16:20,-1.495,-4.4,120.5,12.2111
20180223162500.jpg,2018/2/23 16:25,-2.415,-4.85,103.5,11.54155
20180223163000.jpg,2018/2/23 16:30,-3.675,-5.2,91.5,10.50835
20180224090500.jpg,2018/2/24 9:05,-1.45,-9.6,375,36.9702
20180224091000.jpg,2018/2/24 9:10,-0.72,-9.066666667,403.6666667,37.8969
20180224091500.jpg,2018/2/24 9:15,0.14,-9,414,38.7171
20180224092000.jpg,2018/2/24 9:20,0.53,-8.5,425,39.2727
20180224092500.jpg,2018/2/24 9:25,1.15,-8.1,436.5,40.0746
20180224093000.jpg,2018/2/24 9:30,1.01,-7.8,452,40.90475
20180224093500.jpg,2018/2/24 9:35,1.66,-7.5,460,42.0671
20180224094000.jpg,2018/2/24 9:40,1.826666667,-7.433333333,477.6666667,43.02793333
20180224094500.jpg,2018/2/24 9:45,3.26,-7.133333333,487.3333333,43.76173333
20180224095000.jpg,2018/2/24 9:50,4.2,-6.7,501,44.7322
20180224095500.jpg,2018/2/24 9:55,4.66,-6.7,510,45.223
20180224100000.jpg,2018/2/24 10:00,4.873333333,-6.466666667,518,45.7067
20180224100500.jpg,2018/2/24 10:05,5.89,-6.4,531,46.48855
20180224101000.jpg,2018/2/24 10:10,5.41,-6.2,540,47.2372
20180224101500.jpg,2018/2/24 10:15,6.535,-6.1,544,47.5374
20180224102000.jpg,2018/2/24 10:20,6.735,-6.2,549.5,47.48185
20180224102500.jpg,2018/2/24 10:25,7.105,-5.95,559,48.24385
20180224103000.jpg,2018/2/24 10:30,7.33,-5.8,565,48.8862
20180224103500.jpg,2018/2/24 10:35,7.96,-5.8,572.5,49.23395
20180224104000.jpg,2018/2/24 10:40,9.43,-6.1,577,49.5196
20180224104500.jpg,2018/2/24 10:45,9.7225,-5.325,586.75,50.10185
20180224105000.jpg,2018/2/24 10:50,10.66,-5.4,593,50.7799
20180224105500.jpg,2018/2/24 10:55,11.06,-5.4,593,50.9848
20180224110000.jpg,2018/2/24 11:00,11.87666667,-5.2,595.3333333,50.9487
20180224110500.jpg,2018/2/24 11:05,10.47,-4.2,598,51.31
20180224111000.jpg,2018/2/24 11:10,10.83,-4.6,598.5,51.06455
20180224111500.jpg,2018/2/24 11:15,11.45,-4.9,604,50.896
20180224112000.jpg,2018/2/24 11:20,11.80333333,-4.6,606,51.5564
20180224112500.jpg,2018/2/24 11:25,11.635,-3.85,609.5,51.55045
