ImageNames,date,POT,Temperature,Irradiance,OT
20180203093500.jpg,2018/2/3 9:35,-11.12,-11.3,72,2.4937
20180203094000.jpg,2018/2/3 9:40,-10.99,-11.1,74,2.60805
20180203094500.jpg,2018/2/3 9:45,-10.88,-11.05,78.5,2.71205
20180203095000.jpg,2018/2/3 9:50,-10.745,-10.9,83.5,2.8392
20180203095500.jpg,2018/2/3 9:55,-10.56,-10.9,90,2.9402
20180203100000.jpg,2018/2/3 10:00,-10.47,-10.9,98.66666667,3.2455
20180203100500.jpg,2018/2/3 10:05,-10.215,-10.7,116,3.89785
20180203101000.jpg,2018/2/3 10:10,-9.82,-10.6,131,4.52505
20180203101500.jpg,2018/2/3 10:15,-9.52,-10.5,130,4.7502
20180203102000.jpg,2018/2/3 10:20,-9.26,-10.3,134,4.7704
20180203102500.jpg,2018/2/3 10:25,-9.12,-10.5,141,5.2204
20180203103000.jpg,2018/2/3 10:30,-8.886666667,-10.3,169,6.387133333
20180203103500.jpg,2018/2/3 10:35,-8.37,-10.3,168,6.5228
20180203104000.jpg,2018/2/3 10:40,-8.21,-10,165,6.3179
20180203104500.jpg,2018/2/3 10:45,-8.2,-10,170.5,6.33955
20180203105000.jpg,2018/2/3 10:50,-8.23,-10.4,206,7.46545
20180203105500.jpg,2018/2/3 10:55,-7.56,-9.9,232,9.4171
20180203110000.jpg,2018/2/3 11:00,-6.503333333,-9.566666667,276.6666667,12.15176667
20180203110500.jpg,2018/2/3 11:05,-5.88,-9.6,310,14.1952
20180203111000.jpg,2018/2/3 11:10,-5.12,-9.3,309,14.8364
20180203111500.jpg,2018/2/3 11:15,-4.55,-9.25,256,12.35555
20180203112000.jpg,2018/2/3 11:20,-4.86,-9.4,202,8.6984
20180203112500.jpg,2018/2/3 11:25,-5.725,-9.45,228.5,9.81675
20180203113000.jpg,2018/2/3 11:30,-5.45,-9.7,227,10.3332
20180203113500.jpg,2018/2/3 11:35,-5.475,-9.5,219,9.87375
20180203114000.jpg,2018/2/3 11:40,-5.63,-9.1,206.5,9.23025
20180203114500.jpg,2018/2/3 11:45,-5.955,-9.6,194.5,7.86495
20180203115000.jpg,2018/2/3 11:50,-6.31,-9.6,197,8.14215
20180203115500.jpg,2018/2/3 11:55,-6.3,-9.35,206,8.1348
20180203120000.jpg,2018/2/3 12:00,-6.1,-9.2,228,9.2893
20180203120500.jpg,2018/2/3 12:05,-5.775,-8.8,234.5,9.81945
20180203121000.jpg,2018/2/3 12:10,-5.75,-9.05,214.5,8.28925
20180203121500.jpg,2018/2/3 12:15,-5.94,-9.3,221,8.3911
20180203122000.jpg,2018/2/3 12:20,-6.15,-9.05,225.5,9.4435
20180203122500.jpg,2018/2/3 12:25,-6.13,-9.05,210,8.725
20180203123000.jpg,2018/2/3 12:30,-6.25,-8.8,183,6.7996
20180203123500.jpg,2018/2/3 12:35,-6.35,-8.8,176.5,6.46425
20180203124000.jpg,2018/2/3 12:40,-6.89,-9,172,6.4116
20180203124500.jpg,2018/2/3 12:45,-6.6,-8.9,179.5,6.26825
20180203125000.jpg,2018/2/3 12:50,-6.56,-8.9,194,6.1148
20180203125500.jpg,2018/2/3 12:55,-6.333333333,-8.8,183.6666667,6.329
20180203130000.jpg,2018/2/3 13:00,-6.52,-8.7,178,6.1759
20180203130500.jpg,2018/2/3 13:05,-6.28,-8.65,236,8.31675
20180203131000.jpg,2018/2/3 13:10,-5.41,-8.4,274,9.3253
20180203131500.jpg,2018/2/3 13:15,-4.816666667,-8.266666667,287,10.15483333
20180203132000.jpg,2018/2/3 13:20,-4.48,-8,235,9.3681
20180203132500.jpg,2018/2/3 13:25,-6.113333333,-8.9,131,4.587533333
20180203133000.jpg,2018/2/3 13:30,-7.195,-9.15,148.5,4.6019
20180203133500.jpg,2018/2/3 13:35,-7.35,-8.9,178,5.4969
20180203134000.jpg,2018/2/3 13:40,-6.6,-9.1,221.5,9.02635
20180203134500.jpg,2018/2/3 13:45,-6.38,-9,228,8.58065
20180203135000.jpg,2018/2/3 13:50,-6.075,-8.8,253,8.5972
20180203135500.jpg,2018/2/3 13:55,-6.04,-8.766666667,234,7.962233333
20180203140000.jpg,2018/2/3 14:00,-6.005,-8.733333333,215,7.327266667
20180203140500.jpg,2018/2/3 14:05,-5.97,-8.7,196,6.6923
20180203141000.jpg,2018/2/3 14:10,-6.57,-8.95,158.5,5.079
20180203141500.jpg,2018/2/3 14:15,-7.405,-8.95,146.5,4.5356
20180203142000.jpg,2018/2/3 14:20,-7.98,-9.2,131,3.9135
20180203142500.jpg,2018/2/3 14:25,-8.195,-9.2,122,3.55165
20180203143000.jpg,2018/2/3 14:30,-8.42,-9.3,120,3.4026
20180203143500.jpg,2018/2/3 14:35,-8.735,-9.5,113,3.27845
20180203144000.jpg,2018/2/3 14:40,-8.96,-9.5,110,3.1586
20180203144500.jpg,2018/2/3 14:45,-9.053333333,-9.4,97.33333333,3.012366667
20180203145500.jpg,2018/2/3 14:55,-9.22,-9.55,70.5,2.2245
20180203150000.jpg,2018/2/3 15:00,-9.38,-9.55,64,1.89125
20180203150500.jpg,2018/2/3 15:05,-9.54,-9.7,57,1.7246
20180203151000.jpg,2018/2/3 15:10,-9.695,-9.7,51.5,1.48225
20180203151500.jpg,2018/2/3 15:15,-9.755,-9.75,43.5,1.32015
20180203152000.jpg,2018/2/3 15:20,-9.965,-9.75,33.5,1.01945
20180203152500.jpg,2018/2/3 15:25,-10.12,-10,29,0.8017
20180203153000.jpg,2018/2/3 15:30,-10.26,-9.9,30.5,0.8442
20180203153500.jpg,2018/2/3 15:35,-10.36333333,-9.966666667,28,0.812866667
20180203154000.jpg,2018/2/3 15:40,-10.56,-10,23,0.7042
20180203154500.jpg,2018/2/3 15:45,-10.64,-10,21.5,0.6523
20180203155000.jpg,2018/2/3 15:50,-10.77,-10.2,14.5,0.5587
20180203155500.jpg,2018/2/3 15:55,-7.176666667,-6.766666667,10,0.372466667
20180203160000.jpg,2018/2/3 16:00,-3.583333333,-3.333333333,5.5,0.186233333
20180203160500.jpg,2018/2/3 16:05,0.01,0.1,1,0
20180203161000.jpg,2018/2/3 16:10,-2.235,-2.2875,0.875,0.0161
20180203161500.jpg,2018/2/3 16:15,-4.48,-4.675,0.75,0.0322
20180203162000.jpg,2018/2/3 16:20,-6.725,-7.0625,0.625,0.0483
20180203162500.jpg,2018/2/3 16:25,-8.97,-9.45,0.5,0.0644
20180203163000.jpg,2018/2/3 16:30,-11.215,-11.8375,0.375,0.0805
20180204090500.jpg,2018/2/4 9:05,-15.235,-17.4,131.5,12.6107
20180204091000.jpg,2018/2/4 9:10,-14.56,-16.95,136,13.2576
20180204091500.jpg,2018/2/4 9:15,-13.85,-17,143.5,14.15105
20180204092000.jpg,2018/2/4 9:20,-12.56,-16.9,144,14.2819
20180204092500.jpg,2018/2/4 9:25,-12.28,-16.9,148.5,14.9736
20180204093000.jpg,2018/2/4 9:30,-11.55,-16.6,155,15.99185
20180204093500.jpg,2018/2/4 9:35,-11.27,-16.5,161,16.6098
20180204094000.jpg,2018/2/4 9:40,-9.865,-16.2,163,18.61055
20180204094500.jpg,2018/2/4 9:45,-8.56,-15.9,168,19.33465
20180204095000.jpg,2018/2/4 9:50,-8.29,-16.05,167.5,19.28895
20180204095500.jpg,2018/2/4 9:55,-7.625,-15.85,174.5,19.8152
20180204100000.jpg,2018/2/4 10:00,-6.925,-15.55,179,20.72525
20180204100500.jpg,2018/2/4 10:05,-6.73,-15,185,20.2082
20180204101000.jpg,2018/2/4 10:10,-6.945,-15.2,185,20.19985
20180204101500.jpg,2018/2/4 10:15,-6.83,-15.45,170.5,19.6969
20180204102000.jpg,2018/2/4 10:20,-6.91,-15.4,174,20.3449
20180204102500.jpg,2018/2/4 10:25,-6.665,-14.75,190,21.9369
20180204103000.jpg,2018/2/4 10:30,-6.16,-15.1,180,19.4094
20180204103500.jpg,2018/2/4 10:35,-7.13,-15.03333333,181,21.15653333
20180204104000.jpg,2018/2/4 10:40,-6.75,-15,192,22.5588
20180204104500.jpg,2018/2/4 10:45,-5.913333333,-14.36666667,211,24.65863333
20180204105000.jpg,2018/2/4 10:50,-4.28,-14.15,226.5,24.87835
20180204105500.jpg,2018/2/4 10:55,-4.29,-13.9,228,25.5426
20180204110000.jpg,2018/2/4 11:00,-4.825,-14.35,203.5,20.05925
20180204110500.jpg,2018/2/4 11:05,-6.185,-14.6,208,20.7648
20180204111000.jpg,2018/2/4 11:10,-6.465,-14.75,212,24.14895
20180204111500.jpg,2018/2/4 11:15,-6.85,-14.8,192.5,22.31545
20180204112000.jpg,2018/2/4 11:20,-6.56,-14.8,200,26.7293
20180204112500.jpg,2018/2/4 11:25,-5.1,-14.6,197,26.334
20180204113000.jpg,2018/2/4 11:30,-4.505,-14.25,198.5,26.80015
20180204113500.jpg,2018/2/4 11:35,-4.29,-14.3,202,27.2138
20180204114000.jpg,2018/2/4 11:40,-4.18,-14.55,199,27.00145
20180204114500.jpg,2018/2/4 11:45,-4.25,-14.3,198,27.3014
20180204115000.jpg,2018/2/4 11:50,-3.685,-14.1,200,27.55825
20180204115500.jpg,2018/2/4 11:55,-3.555,-14.05,200,27.57635
20180204120000.jpg,2018/2/4 12:00,-3.27,-14,198,27.4558
20180204120500.jpg,2018/2/4 12:05,-3.72,-14.1,198.5,27.76885
20180204121000.jpg,2018/2/4 12:10,-2.3,-13.7,198,28.0663
20180204121500.jpg,2018/2/4 12:15,-2.79,-14,196,27.8402
20180204122000.jpg,2018/2/4 12:20,-3.276666667,-13.93333333,195,27.91483333
20180204122500.jpg,2018/2/4 12:25,-4.04,-13.95,194,27.9877
20180204123000.jpg,2018/2/4 12:30,-3.77,-14.2,194,28.149
20180204123500.jpg,2018/2/4 12:35,-4.355,-14.25,192,28.2511
20180204124000.jpg,2018/2/4 12:40,-3.805,-13.85,183.5,27.9778
20180204124500.jpg,2018/2/4 12:45,-4.48,-13.95,178.5,27.6411
20180204125000.jpg,2018/2/4 12:50,-4.58,-14,180,27.3892
20180204125500.jpg,2018/2/4 12:55,-3.825,-13.8,181,27.31115
20180204130000.jpg,2018/2/4 13:00,-3.83,-14.5,180,27.1243
20180204130500.jpg,2018/2/4 13:05,-4.755,-14.3,178,26.6479
20180204131000.jpg,2018/2/4 13:10,-3.916666667,-13.7,173.3333333,26.43303333
20180204131500.jpg,2018/2/4 13:15,-3.185,-13.6,168,25.94525
20180204132000.jpg,2018/2/4 13:20,-4.93,-13.8,165,25.6307
20180204132500.jpg,2018/2/4 13:25,-5.19,-14.25,161.5,25.5261
20180204133000.jpg,2018/2/4 13:30,-4.97,-14.1,159,25.2292
20180204133500.jpg,2018/2/4 13:35,-5.265,-14,156,24.7611
20180204134000.jpg,2018/2/4 13:40,-5.54,-14.7,149,22.3419
20180204134500.jpg,2018/2/4 13:45,-4.893333333,-14,145.3333333,23.94116667
20180204135000.jpg,2018/2/4 13:50,-5.11,-13.75,142,23.37655
20180204135500.jpg,2018/2/4 13:55,-5.985,-14.2,135.5,22.9037
20180204140000.jpg,2018/2/4 14:00,-5.51,-13.95,133,22.6276
20180204140500.jpg,2018/2/4 14:05,-5.495,-13.6,127.5,22.12165
20180204141000.jpg,2018/2/4 14:10,-5.29,-13.9,124,21.4232
20180204141500.jpg,2018/2/4 14:15,-6.51,-14.75,116,20.63035
20180204142000.jpg,2018/2/4 14:20,-7.04,-14.6,115,20.2059
20180204142500.jpg,2018/2/4 14:25,-7.54,-14.55,107,19.5958
20180204143000.jpg,2018/2/4 14:30,-8.1,-14.8,104,18.9939
20180204143500.jpg,2018/2/4 14:35,-8.13,-14.45,99.5,18.51265
20180204144000.jpg,2018/2/4 14:40,-7.54,-14.1,96,17.7219
20180204144500.jpg,2018/2/4 14:45,-7.853333333,-14.46666667,88.66666667,16.90313333
20180204145000.jpg,2018/2/4 14:50,-8.426666667,-14.6,82.66666667,16.0653
20180204145500.jpg,2018/2/4 14:55,-8.871666667,-14.7,78.5,15.3674
20180204150000.jpg,2018/2/4 15:00,-9.316666667,-14.8,74.33333333,14.6695
20180204150500.jpg,2018/2/4 15:05,-9.71,-14.9,69,13.9814
20180204151000.jpg,2018/2/4 15:10,-9.935,-14.8,65,13.1421
20180204151500.jpg,2018/2/4 15:15,-10.58,-14.8,59,12.3632
20180204152000.jpg,2018/2/4 15:20,-10.54,-14.95,54.5,11.5394
20180204152500.jpg,2018/2/4 15:25,-10.55,-15,24,10.68706667
20180204153000.jpg,2018/2/4 15:30,-10.89,-15,9,9.586
20180204153500.jpg,2018/2/4 15:35,-11.39,-15.1,8,8.991
20180204154000.jpg,2018/2/4 15:40,-11.78,-15.25,5,8.0496
20180204154500.jpg,2018/2/4 15:45,-12.29,-15.3,3,6.8696
20180204155000.jpg,2018/2/4 15:50,-13.215,-15.55,0.5,6.109
20180204160000.jpg,2018/2/4 16:00,-16.67,-16.1,0,0.9617
20180204160500.jpg,2018/2/4 16:05,-17.395,-16.35,0,0.60805
20180204161000.jpg,2018/2/4 16:10,-18.665,-16.7,0,0.42095
20180204161500.jpg,2018/2/4 16:15,-19.04,-16.9,0,0.3634
20180204162000.jpg,2018/2/4 16:20,-12.69,-11.23333333,0.333333333,0.242266667
20180204162500.jpg,2018/2/4 16:25,-6.34,-5.566666667,0.666666667,0.121133333
20180204163000.jpg,2018/2/4 16:30,0.01,0.1,1,0
20180205090500.jpg,2018/2/5 9:05,-1.344263566,-2.613178295,28.59689922,4.350736434
20180205091000.jpg,2018/2/5 9:10,-1.411976744,-2.748837209,29.97674419,4.568273256
20180205091500.jpg,2018/2/5 9:15,-1.479689922,-2.884496124,31.35658915,4.785810078
20180205092000.jpg,2018/2/5 9:20,-1.547403101,-3.020155039,32.73643411,5.003346899
20180205092500.jpg,2018/2/5 9:25,-1.615116279,-3.155813953,34.11627907,5.220883721
20180205093000.jpg,2018/2/5 9:30,-1.682829457,-3.291472868,35.49612403,5.438420543
20180205093500.jpg,2018/2/5 9:35,-1.750542636,-3.427131783,36.87596899,5.655957364
20180205094000.jpg,2018/2/5 9:40,-1.818255814,-3.562790698,38.25581395,5.873494186
20180205094500.jpg,2018/2/5 9:45,-1.885968992,-3.698449612,39.63565891,6.091031008
20180205095000.jpg,2018/2/5 9:50,-1.953682171,-3.834108527,41.01550388,6.308567829
20180205095500.jpg,2018/2/5 9:55,-2.021395349,-3.969767442,42.39534884,6.526104651
20180205100000.jpg,2018/2/5 10:00,-2.089108527,-4.105426357,43.7751938,6.743641473
20180205100500.jpg,2018/2/5 10:05,-2.156821705,-4.241085271,45.15503876,6.961178295
20180205101000.jpg,2018/2/5 10:10,-2.224534884,-4.376744186,46.53488372,7.178715116
20180205101500.jpg,2018/2/5 10:15,-2.292248062,-4.512403101,47.91472868,7.396251938
20180205102000.jpg,2018/2/5 10:20,-2.35996124,-4.648062016,49.29457364,7.61378876
20180205102500.jpg,2018/2/5 10:25,-2.427674419,-4.78372093,50.6744186,7.831325581
20180205103000.jpg,2018/2/5 10:30,-2.495387597,-4.919379845,52.05426357,8.048862403
20180205103500.jpg,2018/2/5 10:35,-2.563100775,-5.05503876,53.43410853,8.266399225
20180205104000.jpg,2018/2/5 10:40,-2.630813953,-5.190697674,54.81395349,8.483936047
20180205104500.jpg,2018/2/5 10:45,-2.698527132,-5.326356589,56.19379845,8.701472868
20180205105000.jpg,2018/2/5 10:50,-2.76624031,-5.462015504,57.57364341,8.91900969
20180205105500.jpg,2018/2/5 10:55,-2.833953488,-5.597674419,58.95348837,9.136546512
20180205110000.jpg,2018/2/5 11:00,-2.901666667,-5.733333333,60.33333333,9.354083333
20180205110500.jpg,2018/2/5 11:05,-2.969379845,-5.868992248,61.71317829,9.571620155
20180205111000.jpg,2018/2/5 11:10,-3.037093023,-6.004651163,63.09302326,9.789156977
20180205111500.jpg,2018/2/5 11:15,-3.104806202,-6.140310078,64.47286822,10.0066938
20180205112000.jpg,2018/2/5 11:20,-3.17251938,-6.275968992,65.85271318,10.22423062
20180205112500.jpg,2018/2/5 11:25,-3.240232558,-6.411627907,67.23255814,10.44176744
20180205113000.jpg,2018/2/5 11:30,-3.307945736,-6.547286822,68.6124031,10.65930426
20180205113500.jpg,2018/2/5 11:35,-3.375658915,-6.682945736,69.99224806,10.87684109
20180205114000.jpg,2018/2/5 11:40,-3.443372093,-6.818604651,71.37209302,11.09437791
20180205114500.jpg,2018/2/5 11:45,-3.511085271,-6.954263566,72.75193798,11.31191473
20180205115000.jpg,2018/2/5 11:50,-3.57879845,-7.089922481,74.13178295,11.52945155
20180205115500.jpg,2018/2/5 11:55,-3.646511628,-7.225581395,75.51162791,11.74698837
20180205120000.jpg,2018/2/5 12:00,-3.714224806,-7.36124031,76.89147287,11.96452519
20180205120500.jpg,2018/2/5 12:05,-3.781937984,-7.496899225,78.27131783,12.18206202
20180205121000.jpg,2018/2/5 12:10,-3.849651163,-7.63255814,79.65116279,12.39959884
20180205121500.jpg,2018/2/5 12:15,-3.917364341,-7.768217054,81.03100775,12.61713566
20180205122000.jpg,2018/2/5 12:20,-3.985077519,-7.903875969,82.41085271,12.83467248
20180205122500.jpg,2018/2/5 12:25,-4.052790698,-8.039534884,83.79069767,13.0522093
20180205123000.jpg,2018/2/5 12:30,-4.120503876,-8.175193798,85.17054264,13.26974612
20180205123500.jpg,2018/2/5 12:35,-4.188217054,-8.310852713,86.5503876,13.48728295
20180205124000.jpg,2018/2/5 12:40,-4.255930233,-8.446511628,87.93023256,13.70481977
20180205124500.jpg,2018/2/5 12:45,-4.323643411,-8.582170543,89.31007752,13.92235659
20180205125000.jpg,2018/2/5 12:50,-4.391356589,-8.717829457,90.68992248,14.13989341
20180205125500.jpg,2018/2/5 12:55,-4.459069767,-8.853488372,92.06976744,14.35743023
20180205130000.jpg,2018/2/5 13:00,-4.526782946,-8.989147287,93.4496124,14.57496705
20180205130500.jpg,2018/2/5 13:05,-4.594496124,-9.124806202,94.82945736,14.79250388
20180205131000.jpg,2018/2/5 13:10,-4.662209302,-9.260465116,96.20930233,15.0100407
20180205131500.jpg,2018/2/5 13:15,-4.729922481,-9.396124031,97.58914729,15.22757752
20180205132500.jpg,2018/2/5 13:25,-4.865348837,-9.66744186,100.3488372,15.66265116
20180205133000.jpg,2018/2/5 13:30,-4.933062016,-9.803100775,101.7286822,15.88018798
20180205133500.jpg,2018/2/5 13:35,-5.000775194,-9.93875969,103.1085271,16.09772481
20180205134000.jpg,2018/2/5 13:40,-5.068488372,-10.0744186,104.4883721,16.31526163
20180205134500.jpg,2018/2/5 13:45,-5.13620155,-10.21007752,105.8682171,16.53279845
20180205135000.jpg,2018/2/5 13:50,-5.203914729,-10.34573643,107.248062,16.75033527
20180205135500.jpg,2018/2/5 13:55,-5.271627907,-10.48139535,108.627907,16.96787209
20180205140000.jpg,2018/2/5 14:00,-5.339341085,-10.61705426,110.0077519,17.18540891
20180205140500.jpg,2018/2/5 14:05,-5.407054264,-10.75271318,111.3875969,17.40294574
20180205141000.jpg,2018/2/5 14:10,-5.474767442,-10.88837209,112.7674419,17.62048256
20180205141500.jpg,2018/2/5 14:15,-5.54248062,-11.02403101,114.1472868,17.83801938
20180205142000.jpg,2018/2/5 14:20,-5.610193798,-11.15968992,115.5271318,18.0555562
20180205142500.jpg,2018/2/5 14:25,-5.677906977,-11.29534884,116.9069767,18.27309302
20180205143000.jpg,2018/2/5 14:30,-5.745620155,-11.43100775,118.2868217,18.49062984
20180205143500.jpg,2018/2/5 14:35,-5.813333333,-11.56666667,119.6666667,18.70816667
20180205144000.jpg,2018/2/5 14:40,-5.881046512,-11.70232558,121.0465116,18.92570349
20180205144500.jpg,2018/2/5 14:45,-5.94875969,-11.8379845,122.4263566,19.14324031
20180205145000.jpg,2018/2/5 14:50,-6.016472868,-11.97364341,123.8062016,19.36077713
20180205145500.jpg,2018/2/5 14:55,-6.084186047,-12.10930233,125.1860465,19.57831395
20180205150000.jpg,2018/2/5 15:00,-6.151899225,-12.24496124,126.5658915,19.79585078
20180205150500.jpg,2018/2/5 15:05,-6.219612403,-12.38062016,127.9457364,20.0133876
20180205151000.jpg,2018/2/5 15:10,-6.287325581,-12.51627907,129.3255814,20.23092442
20180205151500.jpg,2018/2/5 15:15,-6.35503876,-12.65193798,130.7054264,20.44846124
20180205152000.jpg,2018/2/5 15:20,-6.422751938,-12.7875969,132.0852713,20.66599806
20180205152500.jpg,2018/2/5 15:25,-6.490465116,-12.92325581,133.4651163,20.88353488
20180205153000.jpg,2018/2/5 15:30,-6.558178295,-13.05891473,134.8449612,21.10107171
20180205153500.jpg,2018/2/5 15:35,-6.625891473,-13.19457364,136.2248062,21.31860853
20180205154000.jpg,2018/2/5 15:40,-6.693604651,-13.33023256,137.6046512,21.53614535
20180205154500.jpg,2018/2/5 15:45,-6.761317829,-13.46589147,138.9844961,21.75368217
20180205155000.jpg,2018/2/5 15:50,-6.829031008,-13.60155039,140.3643411,21.97121899
20180205155500.jpg,2018/2/5 15:55,-6.896744186,-13.7372093,141.744186,22.18875581
20180205160000.jpg,2018/2/5 16:00,-6.964457364,-13.87286822,143.124031,22.40629264
20180205160500.jpg,2018/2/5 16:05,-7.032170543,-14.00852713,144.503876,22.62382946
20180205161000.jpg,2018/2/5 16:10,-7.099883721,-14.14418605,145.8837209,22.84136628
20180205161500.jpg,2018/2/5 16:15,-7.167596899,-14.27984496,147.2635659,23.0589031
20180205162000.jpg,2018/2/5 16:20,-7.235310078,-14.41550388,148.6434109,23.27643992
20180205162500.jpg,2018/2/5 16:25,-7.303023256,-14.55116279,150.0232558,23.49397674
20180205163000.jpg,2018/2/5 16:30,-7.370736434,-14.68682171,151.4031008,23.71151357
20180206090500.jpg,2018/2/6 9:05,-8.725,-17.4,179,28.06225
20180206091000.jpg,2018/2/6 9:10,-8.205,-17.05,190.5,29.0937
20180206091500.jpg,2018/2/6 9:15,-8.05,-17.25,199.5,30.09085
20180206092000.jpg,2018/2/6 9:20,-7.48,-16.95,212,31.19255
20180206092500.jpg,2018/2/6 9:25,-6.54,-16.7,221,32.6138
20180206093000.jpg,2018/2/6 9:30,-5.475,-16.5,237.5,33.92525
20180206093500.jpg,2018/2/6 9:35,-4.89,-16.5,243.5,34.63505
20180206094000.jpg,2018/2/6 9:40,-4.08,-16.5,260,36.2643
20180206094500.jpg,2018/2/6 9:45,-3.38,-16.1,269.5,36.8038
20180206095000.jpg,2018/2/6 9:50,-2.485,-16.1,281.5,37.8033
20180206095500.jpg,2018/2/6 9:55,-1.1,-15.6,286,38.3781
20180206100000.jpg,2018/2/6 10:00,0.073333333,-15.13333333,300.3333333,39.13763333
20180206100500.jpg,2018/2/6 10:05,0.97,-14.8,308.5,39.88655
20180206101000.jpg,2018/2/6 10:10,1.68,-14.3,315,40.0135
20180206101500.jpg,2018/2/6 10:15,2.45,-15,322.5,40.70295
20180206102000.jpg,2018/2/6 10:20,2.92,-14.85,331.5,41.29135
20180206102500.jpg,2018/2/6 10:25,3.61,-14.6,340.5,42.1172
20180206103000.jpg,2018/2/6 10:30,4.18,-14,350,42.7985
20180206103500.jpg,2018/2/6 10:35,3.975,-14.45,356.5,43.3929
20180206104000.jpg,2018/2/6 10:40,3.91,-14.3,360,43.7521
20180206104500.jpg,2018/2/6 10:45,3.795,-14,367,43.8817
20180206105000.jpg,2018/2/6 10:50,3.79,-14.16666667,375,44.58523333
20180206105500.jpg,2018/2/6 10:55,5.48,-13.3,383.5,45.1013
20180206110000.jpg,2018/2/6 11:00,6.14,-13,389,45.5835
20180206110500.jpg,2018/2/6 11:05,6.11,-13.15,391.5,45.58135
20180206111000.jpg,2018/2/6 11:10,7.22,-12.25,396,45.90245
20180206111500.jpg,2018/2/6 11:15,7.1,-12.5,400,46.0662
20180206112000.jpg,2018/2/6 11:20,7.57,-12.4,404.5,46.1842
20180206112500.jpg,2018/2/6 11:25,8.34,-11.8,406.5,46.30545
20180206113000.jpg,2018/2/6 11:30,8.74,-12.1,407,46.3238
20180206113500.jpg,2018/2/6 11:35,7.97,-12.15,410,46.54385
20180206114000.jpg,2018/2/6 11:40,7.95,-12.4,410,46.6698
20180206114500.jpg,2018/2/6 11:45,9.265,-11.4,413.5,46.62885
20180206115000.jpg,2018/2/6 11:50,9.43,-11.6,416,46.2864
20180206115500.jpg,2018/2/6 11:55,9.78,-11.06666667,411,46.1583
20180206120000.jpg,2018/2/6 12:00,10.07,-10.9,409,45.9717
20180206120500.jpg,2018/2/6 12:05,9.945,-10.75,407.5,45.7922
20180206121000.jpg,2018/2/6 12:10,10.2,-10.8,408,46.0103
20180206121500.jpg,2018/2/6 12:15,10.68,-10.26666667,407.6666667,45.9641
20180206122000.jpg,2018/2/6 12:20,11.12,-9.4,404,45.7913
20180206122500.jpg,2018/2/6 12:25,10.945,-10.05,406.5,45.86495
20180206123000.jpg,2018/2/6 12:30,10.49,-10,399,45.1973
20180206123500.jpg,2018/2/6 12:35,9.76,-10.2,397,45.1328
20180206124000.jpg,2018/2/6 12:40,10,-9.55,393.5,44.48905
20180206124500.jpg,2018/2/6 12:45,10.335,-9.3,386.5,44.11835
20180206125000.jpg,2018/2/6 12:50,10.525,-9.05,385,43.8223
20180206125500.jpg,2018/2/6 12:55,9.91,-9,381,43.6675
20180206130000.jpg,2018/2/6 13:00,9.645,-8.95,373.5,42.9002
20180206130500.jpg,2018/2/6 13:05,9.693333333,-8.866666667,365.3333333,42.57816667
20180206131000.jpg,2018/2/6 13:10,9.78,-9,359,42.2171
20180206131500.jpg,2018/2/6 13:15,9.775,-9.15,354.5,41.7468
20180206132000.jpg,2018/2/6 13:20,10.12,-8.6,349,41.4702
20180206132500.jpg,2018/2/6 13:25,9.64,-8.6,342,41.2121
20180206133000.jpg,2018/2/6 13:30,8.64,-9.1,335.5,40.6646
20180206133500.jpg,2018/2/6 13:35,8.24,-9.1,331,40.1523
20180206134000.jpg,2018/2/6 13:40,8.72,-8.9,320,39.4233
20180206134500.jpg,2018/2/6 13:45,8.88,-8.7,311.5,38.6948
20180206135000.jpg,2018/2/6 13:50,8.4,-9,299.5,37.83175
20180206135500.jpg,2018/2/6 13:55,8.535,-8.2,291,37.16805
20180206140000.jpg,2018/2/6 14:00,7.233333333,-8.566666667,276.6666667,36.09023333
20180206140500.jpg,2018/2/6 14:05,7.2,-8.85,268.5,35.33235
20180206141000.jpg,2018/2/6 14:10,6.55,-8.7,263,35.0727
20180206141500.jpg,2018/2/6 14:15,7.26,-7.9,250.5,34.1416
20180206142000.jpg,2018/2/6 14:20,7.255,-7.7,240.5,33.4156
20180206142500.jpg,2018/2/6 14:25,7.35,-7.9,237,32.7883
20180206143000.jpg,2018/2/6 14:30,6.65,-8,223.5,31.67945
20180206143500.jpg,2018/2/6 14:35,5.855,-7.75,186.5,28.93655
20180206144000.jpg,2018/2/6 14:40,5.095,-7.65,157,23.243
20180206144500.jpg,2018/2/6 14:45,2.9,-8.25,126,20.63515
20180206145000.jpg,2018/2/6 14:50,0.89,-8.733333333,140,20.74656667
20180206145500.jpg,2018/2/6 14:55,-0.27,-8.9,112,17.9718
20180206150000.jpg,2018/2/6 15:00,-1.26,-9,127.5,19.679
20180206150500.jpg,2018/2/6 15:05,-1.02,-8.75,138.5,22.4259
20180206151000.jpg,2018/2/6 15:10,-0.35,-8.8,109,18.7129
20180206151500.jpg,2018/2/6 15:15,-1.18,-8.9,87.5,13.54555
20180206152000.jpg,2018/2/6 15:20,-2.33,-9,89,16.1387
20180206152500.jpg,2018/2/6 15:25,-1.79,-8.933333333,83.33333333,18.38726667
20180206153000.jpg,2018/2/6 15:30,-1.86,-9.5,39.5,14.5444
20180206153500.jpg,2018/2/6 15:35,-3.07,-10.05,31,12.0878
20180206154000.jpg,2018/2/6 15:40,-4.405,-10.2,25.5,8.66895
